1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
804,878,3,No,505,Glq,299,523,Rfn,1998,1682,Gd,8750.0,70.0,116.0,77,5,6,804,1998,1998,200500
910,0,3,Av,0,Unf,105,414,Unf,1953,910,Gd,8892.0,74.0,0.0,0,7,5,105,1953,1996,116000
1036,0,3,No,375,Rec,457,288,Unf,1949,1268,TA,12144.0,60.0,0.0,28,7,5,832,1949,1950,133000
676,455,0,No,0,Unf,676,200,Unf,1941,1131,TA,5720.0,52.0,0.0,0,6,5,676,1941,1950,66500
1184,1426,4,Av,64,Glq,1120,550,Fin,2007,2610,Ex,9000.0,75.0,0.0,364,5,8,1184,2007,2007,303477
1040,0,3,Gd,633,Alq,431,648,Unf,1963,1040,TA,25286.0,94.0,0.0,0,5,4,1064,1963,1963,132250
1462,0,4,No,1170,Glq,292,738,Fin,2004,2224,Ex,8834.0,74.0,216.0,0,5,9,1462,2004,2005,350000
1155,0,3,Av,899,Alq,210,576,Unf,1987,1155,Gd,11782.0,88.0,0.0,0,7,5,1109,1961,1995,148000
864,0,3,No,646,Alq,218,336,Unf,1978,864,TA,7000.0,69.0,90.0,0,8,5,864,1978,2005,136500
1090,0,2,No,980,Alq,110,450,Fin,2005,1090,TA,7024.0,60.0,0.0,49,5,5,1090,2005,2006,157000
1187,530,3,Mn,902,Lwq,254,400,Rfn,1990,1717,Gd,13758.0,44.0,117.0,36,5,7,1156,1990,1991,187500
808,785,3,No,0,Unf,808,389,Rfn,1993,1593,TA,9636.0,69.0,0.0,40,5,6,808,1992,1993,178000
954,795,5,No,0,Unf,795,440,Unf,1997,2230,TA,6204.0,60.0,0.0,188,5,4,795,1912,1950,118500
892,0,3,No,432,Blq,460,288,Rfn,1967,892,TA,7150.0,65.0,60.0,0,5,5,892,1967,1967,100000
1709,0,2,Av,1238,Glq,460,506,Fin,1999,1709,Gd,5119.0,50.0,60.0,65,5,9,1698,1999,2000,328900
1712,0,4,No,528,Lwq,1098,588,Fin,2005,1712,TA,8393.0,70.0,122.0,54,5,5,1626,1959,2005,145000
872,521,3,No,0,Unf,816,300,Unf,1955,1393,TA,16466.0,59.0,0.0,0,7,5,816,1955,1955,135500
2217,0,4,Gd,351,Alq,1043,621,Unf,1970,2217,Gd,15865.0,95.0,0.0,207,6,8,2217,1970,1970,268000
1505,0,2,No,1024,None,481,505,Rfn,1953,1505,TA,12160.0,128.0,90.0,0,4,6,1505,1953,1953,149500
672,252,0,Mn,0,None,672,576,Unf,2003,924,TA,8064.0,60.0,0.0,0,7,5,672,1949,2006,122900
918,765,3,No,226,Lwq,192,440,Rfn,1978,1683,TA,11184.0,70.0,92.0,0,5,6,918,1978,1978,172500
1068,0,3,No,663,Glq,396,264,Rfn,1963,1068,TA,8414.0,70.0,0.0,0,8,6,1059,1963,2003,154500
1383,0,3,Mn,1064,Blq,319,354,None,1954,1383,TA,13284.0,69.0,0.0,116,5,5,1383,1954,1954,165000
1535,0,4,None,0,None,0,400,Unf,1979,1535,TA,7018.0,64.0,0.0,0,5,5,0,1979,1979,118858
983,813,4,No,400,Blq,380,483,Rfn,1963,1796,TA,7056.0,71.0,415.0,50,5,6,780,1963,1963,140000
951,0,2,No,285,Alq,666,327,Unf,1936,951,TA,8765.0,50.0,0.0,28,6,4,951,1936,1950,106500
1120,1120,6,None,0,None,0,528,Unf,1979,2240,TA,7018.0,64.0,0.0,0,5,5,0,1979,1979,142953
2364,0,0,Gd,2188,Glq,142,820,Fin,2009,2364,Ex,12919.0,100.0,760.0,67,5,9,2330,2009,2010,611657
1236,0,3,No,465,Blq,447,288,Unf,1961,1236,TA,6993.0,65.0,0.0,0,7,5,912,1961,1994,135000
858,0,2,No,322,Alq,536,684,Unf,1979,858,TA,7340.0,69.0,0.0,0,6,4,858,1971,1971,110000
1306,0,2,Mn,860,Blq,132,756,Unf,1968,1306,TA,8712.0,64.0,0.0,0,7,5,992,1957,2000,153000
807,702,3,No,0,Unf,783,393,Fin,2003,1509,Gd,7875.0,63.0,0.0,75,5,7,783,2003,2003,180000
1670,0,3,No,0,Unf,1670,690,Rfn,2006,1670,Gd,14859.0,50.0,27.0,60,5,7,1670,2006,2006,240000
902,0,3,No,599,Glq,277,288,Unf,1967,902,TA,6173.0,69.0,75.0,0,6,5,876,1967,1967,125500
1063,0,3,No,354,Rec,412,280,Rfn,1954,1063,TA,9920.0,80.0,110.0,0,5,5,1056,1954,1954,128000
1636,0,3,No,63,Glq,1560,865,Rfn,2006,1636,Gd,13501.0,116.0,208.0,60,5,8,1623,2006,2006,255000
1020,1037,3,No,223,Rec,794,180,Fin,1936,2057,Gd,11500.0,86.0,0.0,0,7,7,1017,1936,1987,250000
902,0,2,Av,301,Blq,239,484,Unf,1983,902,TA,8885.0,69.0,0.0,0,5,5,864,1983,1983,131000
742,742,3,No,0,Unf,742,390,Fin,2005,1484,Gd,12589.0,149.0,0.0,24,5,6,742,2005,2005,174000
1105,1169,5,No,443,Rec,662,480,None,1960,2274,TA,11600.0,80.0,361.0,0,5,5,1105,1960,1960,154300
1268,0,3,Av,196,Alq,1072,252,Unf,1978,1268,Gd,9286.0,69.0,0.0,0,7,5,1268,1977,1989,143500
1015,0,3,No,489,Rec,279,450,Unf,1925,1015,TA,6120.0,51.0,0.0,0,7,5,768,1925,1950,88000
1001,1001,0,No,284,Blq,717,871,Unf,1949,2002,TA,6270.0,82.0,0.0,0,6,5,1001,1949,1950,145000
612,612,2,Av,294,Glq,318,528,Rfn,2009,1224,Gd,3000.0,30.0,76.0,234,5,6,612,2009,2009,173733
546,546,3,No,0,Unf,546,286,Unf,1970,1092,TA,2001.0,21.0,80.0,0,5,4,546,1970,1970,75000
480,0,0,Av,50,Blq,430,308,None,1958,480,TA,9000.0,50.0,0.0,0,3,2,480,1949,1950,35311
1229,0,3,No,1059,Alq,75,284,Rfn,1956,1229,TA,17140.0,69.0,0.0,0,6,4,1134,1956,1956,135000
912,1215,4,Mn,48,Blq,422,833,Rfn,1991,2127,Gd,13125.0,103.0,0.0,192,5,7,1104,1991,1991,238000
1414,0,3,No,528,Alq,245,601,Unf,1990,1414,TA,11029.0,87.0,0.0,51,8,6,1184,1958,2002,176500
936,785,3,No,814,Glq,114,471,None,1994,1721,Gd,8462.0,70.0,105.0,87,5,6,928,1994,1994,201000
1272,928,4,No,1084,Alq,188,0,None,0,2200,TA,8777.0,67.0,0.0,70,7,5,1272,1900,2003,145900
1316,0,3,No,28,Glq,1288,397,Fin,2005,1316,Gd,10237.0,65.0,0.0,0,5,6,1316,2005,2006,169990
1617,0,2,No,165,Lwq,598,533,None,1993,1617,Gd,8012.0,50.0,0.0,69,5,6,1604,1993,1994,193000
1686,0,3,No,625,Blq,0,612,Unf,1980,1686,TA,10240.0,79.0,157.0,131,6,6,1686,1980,1980,207500
1126,0,3,Av,767,Alq,266,540,Rfn,1977,1126,Ex,15611.0,69.0,0.0,0,6,5,1126,1977,1977,175000
1234,1140,4,No,0,Unf,1181,656,Fin,2003,2374,Ex,11999.0,93.0,340.0,100,5,8,1181,2003,2004,285000
1098,880,4,No,552,Blq,280,486,Rfn,1968,1978,TA,9900.0,69.0,342.0,43,5,7,832,1968,1968,176000
1788,0,3,Av,0,Unf,1753,522,Rfn,2001,1788,Ex,11838.0,69.0,0.0,151,5,8,1753,2001,2001,236500
993,1243,4,No,0,Unf,964,642,Fin,1997,2236,Gd,13006.0,69.0,285.0,0,5,7,964,1997,1997,222000
1466,0,3,Av,16,Glq,1450,610,Fin,2007,1466,Gd,8925.0,73.0,0.0,18,5,8,1466,2007,2007,201000
925,0,0,No,338,Blq,121,429,Unf,1965,925,TA,9100.0,70.0,0.0,0,6,5,925,1965,1965,117500
1905,0,3,No,0,Unf,1905,788,Fin,2006,1905,Ex,11670.0,84.0,302.0,191,5,9,1905,2006,2006,320000
1500,0,3,Av,20,Glq,1480,570,Rfn,2004,1500,Gd,8487.0,63.0,210.0,36,5,7,1500,2004,2004,190000
2069,0,4,Gd,425,Glq,160,505,Rfn,1960,2069,Gd,27650.0,313.0,0.0,0,7,7,585,1960,2007,242000
747,0,1,Mn,0,Unf,600,528,Unf,1953,747,TA,5825.0,52.0,108.0,0,5,4,600,1926,1953,79900
1200,0,2,No,833,None,343,555,Rfn,2003,1200,Gd,10083.0,67.0,0.0,41,5,7,1176,2003,2003,184900
1113,858,3,Mn,341,Glq,772,689,Rfn,2005,1971,Gd,9675.0,75.0,0.0,48,5,7,1113,2005,2005,253000
1391,571,3,Mn,464,Glq,927,868,Rfn,2006,1962,Gd,8760.0,73.0,0.0,90,5,7,1391,2006,2006,239799
1207,1196,0,Mn,0,Unf,1032,349,Unf,1940,2403,TA,24090.0,69.0,0.0,0,7,7,1032,1940,1950,244400
1728,0,4,Gd,936,Rec,396,574,Unf,1976,1728,TA,12640.0,55.0,0.0,0,5,6,1728,1976,1976,150900
1022,1038,3,No,772,Alq,220,390,Rfn,1999,2060,Gd,8755.0,69.0,298.0,0,5,7,992,1999,1999,214000
1440,0,4,Gd,1440,None,0,0,None,0,1440,TA,7711.0,42.0,0.0,0,3,4,1440,1977,1977,150000
1632,0,4,Av,0,Unf,1632,576,Unf,1967,1632,TA,25000.0,100.0,0.0,0,4,5,1632,1967,1967,143000
1344,0,3,No,111,Glq,354,525,Rfn,1958,1344,Gd,14375.0,69.0,541.0,118,6,6,819,1958,1958,137500
1188,561,0,No,1088,Lwq,0,456,Unf,1963,1869,TA,8820.0,98.0,0.0,0,6,5,1088,1890,1996,124900
1144,0,3,Av,748,None,102,796,Rfn,1959,1144,TA,8163.0,70.0,128.0,0,6,5,1144,1959,1959,143000
1629,0,3,Av,1300,Glq,316,808,Fin,2002,1629,Gd,14536.0,85.0,236.0,252,5,8,1616,2002,2003,270000
936,840,3,None,0,Unf,936,474,Rfn,2002,1776,Gd,14006.0,65.0,144.0,96,5,7,936,2002,2002,192500
1381,0,3,No,982,Alq,179,676,None,1972,1381,Gd,9360.0,78.0,0.0,0,7,6,1161,1972,2006,197500
864,0,3,No,398,Alq,317,720,Rfn,1980,864,Gd,7200.0,60.0,0.0,0,8,5,864,1950,2002,129000
965,0,3,No,641,Blq,187,300,Unf,1979,965,TA,7800.0,60.0,0.0,0,5,5,828,1965,1965,119900
768,0,2,Av,660,None,108,396,Fin,1974,768,TA,7200.0,60.0,0.0,0,8,5,768,1972,2003,133900
1168,800,0,Av,562,None,29,530,Rfn,1969,1968,TA,11075.0,69.0,232.0,189,4,5,784,1969,1969,172000
980,0,4,Gd,945,None,0,0,None,0,980,TA,9400.0,35.0,250.0,0,5,6,945,1975,1975,127500
979,979,4,No,484,Rec,495,492,Unf,1946,1958,TA,7136.0,82.0,423.0,0,6,6,979,1946,1950,145000
561,668,2,No,285,Alq,276,462,Fin,1980,1229,TA,1300.0,24.0,0.0,0,6,6,561,1980,1980,124000
1057,0,3,No,417,Rec,640,576,Fin,1977,1057,TA,7420.0,70.0,0.0,0,5,5,1057,1962,1962,132000
1337,0,3,Mn,699,Glq,638,531,Rfn,2003,1337,Gd,8450.0,65.0,0.0,39,5,7,1337,2003,2003,185000
696,720,3,No,604,Alq,92,484,Unf,1999,1416,Gd,2572.0,24.0,0.0,44,5,7,696,1999,1999,155000
858,0,2,Gd,696,Blq,162,0,None,0,858,TA,7207.0,50.0,0.0,0,7,5,858,1958,2008,116500
1542,1330,4,No,896,Alq,434,619,Fin,1977,2872,TA,12227.0,69.0,424.0,282,7,6,1330,1977,1995,272000
804,744,3,No,556,None,248,440,Unf,1976,1548,Gd,2308.0,24.0,0.0,0,6,6,804,1976,1976,155000
1800,0,2,No,0,Unf,1800,702,Fin,2007,1800,Ex,11923.0,122.0,0.0,136,5,9,1800,2007,2007,239000
824,1070,4,No,624,Glq,193,510,None,2002,1894,Gd,11316.0,80.0,44.0,40,5,7,817,2002,2003,214900
783,701,3,No,0,None,783,393,Fin,2005,1484,Gd,10237.0,65.0,0.0,72,5,6,783,2005,2007,178900
976,332,2,No,428,Rec,300,256,Unf,1940,1308,TA,9600.0,130.0,0.0,70,7,5,728,1940,1950,160000
1098,0,3,No,902,Alq,196,260,None,1955,1098,TA,7390.0,69.0,151.0,0,7,5,1098,1955,1955,135000
600,0,0,No,0,Unf,600,0,None,0,968,TA,5925.0,50.0,0.0,0,6,3,600,1910,1950,37900
1095,0,2,Gd,513,Alq,75,264,None,1958,1095,TA,10382.0,75.0,105.0,0,5,6,588,1958,1958,140000
720,472,4,No,0,Unf,720,0,None,0,1192,TA,10800.0,60.0,0.0,0,4,4,720,1949,1950,135000
764,862,2,No,567,Glq,197,474,Rfn,2003,1626,Gd,2268.0,36.0,106.0,27,5,7,764,2003,2004,173000
918,0,2,No,0,Unf,918,264,Unf,1979,918,TA,7892.0,55.0,0.0,0,5,6,918,1979,1979,99500
1428,0,3,No,0,Unf,1428,480,Fin,2007,1428,Gd,11639.0,95.0,0.0,120,5,7,1428,2007,2008,182000
1136,883,3,No,0,Unf,728,532,Unf,1997,2019,Gd,11414.0,60.0,0.0,135,8,7,728,1910,1993,167500
673,709,3,No,641,Glq,32,490,Unf,2000,1382,Gd,2651.0,69.0,0.0,50,5,7,673,2000,2000,165000
869,0,2,No,0,Unf,440,0,None,0,869,Fa,5900.0,51.0,0.0,0,7,4,440,1923,1958,85500
1241,0,1,No,1106,Glq,135,569,None,2007,1241,Gd,4274.0,35.0,0.0,116,5,7,1241,2006,2007,199900
894,0,3,No,552,None,342,400,Unf,1999,894,TA,9450.0,68.0,0.0,0,5,4,894,1954,1954,110000
1121,0,3,No,651,Rec,470,480,Unf,1963,1121,TA,8816.0,80.0,0.0,80,6,5,1121,1963,1963,139000
999,0,3,Av,867,Alq,77,588,Rfn,1961,999,Ex,12122.0,69.0,210.0,76,9,7,944,1961,2007,178400
1276,1336,4,No,854,Glq,371,676,Fin,1998,2612,Gd,12203.0,98.0,975.0,0,5,8,1225,1998,1999,336000
1266,0,2,Av,0,Unf,1266,388,Fin,2007,1266,Gd,3182.0,43.0,16.0,16,5,7,1266,2007,2007,159895
1149,1141,4,Mn,0,Unf,1128,779,Unf,2002,2290,Gd,11250.0,69.0,0.0,0,5,8,1128,2002,2002,255900
1302,432,4,None,0,None,0,539,Unf,1977,1734,Gd,10125.0,75.0,0.0,0,5,5,0,1977,1977,126000
1164,0,3,No,1040,Alq,124,240,Unf,1950,1164,TA,10880.0,68.0,0.0,48,5,5,1164,1950,1950,125000
1001,634,2,No,0,Unf,485,255,Unf,1950,1635,Gd,5310.0,59.0,0.0,0,8,6,485,1910,2003,117000
1940,0,3,Av,1646,Glq,284,606,Fin,2010,1940,Ex,10159.0,83.0,450.0,95,5,9,1930,2009,2010,395192
1118,912,4,No,156,Lwq,692,551,Fin,1976,2030,Gd,12046.0,69.0,298.0,224,6,6,848,1976,1976,195000
778,798,3,No,0,Unf,770,614,Rfn,2006,1576,Gd,8125.0,65.0,0.0,50,5,7,770,2006,2006,197000
1407,985,3,No,1074,Glq,322,870,Fin,1997,2392,Gd,9452.0,82.0,423.0,70,5,8,1396,1997,1998,348000
916,826,4,No,216,Blq,700,424,Unf,1925,1742,Gd,17671.0,121.0,0.0,169,9,8,916,1882,1986,168000
1020,831,3,Gd,536,Blq,169,440,Rfn,1964,1851,Gd,9760.0,80.0,340.0,42,8,6,822,1964,1993,187000
750,750,3,No,0,Unf,750,564,Rfn,2005,1500,Gd,8846.0,68.0,0.0,35,5,6,750,2005,2006,173900
1718,0,3,Gd,1172,Glq,528,786,Fin,2008,1718,Ex,12456.0,96.0,230.0,48,5,10,1700,2006,2007,337500
774,456,3,No,384,Alq,363,305,Unf,1946,1230,TA,4712.0,51.0,0.0,57,7,4,747,1946,1950,121600
1050,0,3,No,915,Rec,135,368,Unf,1961,1050,TA,10659.0,69.0,0.0,319,6,5,1050,1961,1961,136500
1442,0,2,No,0,Unf,1442,615,Rfn,1970,1442,TA,11717.0,69.0,571.0,0,6,6,1442,1970,1970,185000
1077,0,3,No,0,Unf,1007,210,Unf,1922,1077,TA,9786.0,60.0,0.0,100,4,3,1007,1922,1950,91000
1208,0,2,Av,686,Glq,501,632,Rfn,2006,1208,Gd,6762.0,64.0,24.0,61,5,7,1187,2006,2006,206000
944,0,2,None,0,None,0,528,Unf,1956,944,Fa,10206.0,74.0,0.0,0,3,3,0,1952,1952,82000
691,0,2,No,0,Unf,691,216,Unf,1920,691,Ex,5400.0,60.0,0.0,20,6,5,691,1920,1950,86000
1574,0,3,No,24,Glq,1550,824,Rfn,2006,1574,Gd,11957.0,75.0,53.0,104,5,8,1574,2006,2006,232000
1680,0,4,No,0,Unf,1680,528,Unf,1976,1680,TA,11500.0,69.0,164.0,0,6,5,1680,1976,1976,136905
1504,0,1,No,16,Glq,1330,457,Fin,2005,1504,Gd,3182.0,43.0,16.0,0,5,7,1346,2005,2006,181000
985,0,3,Av,595,Glq,390,328,Unf,1977,985,TA,8385.0,65.0,220.0,0,8,5,985,1977,1977,149900
1657,0,3,No,1237,Lwq,420,484,Unf,1970,1657,TA,12155.0,69.0,0.0,0,3,6,1657,1970,1970,163500
546,0,3,No,273,Blq,0,286,Rfn,1970,1092,TA,2217.0,21.0,0.0,0,4,4,546,1970,1970,88000
1710,0,3,Mn,0,Unf,1710,550,None,2004,1710,Gd,12118.0,43.0,108.0,48,5,7,1710,2004,2005,240000
1008,0,4,No,0,Unf,1008,0,None,0,1522,TA,6000.0,60.0,0.0,0,5,5,1008,1926,1950,102000
720,551,0,No,0,Unf,720,312,None,1948,1271,TA,21286.0,115.0,0.0,0,5,5,720,1948,1950,135000
1664,0,4,None,0,None,0,0,None,0,1664,TA,9825.0,75.0,0.0,0,5,5,0,1965,1965,100000
900,602,3,No,0,Unf,602,180,Unf,1923,1502,Gd,10592.0,55.0,0.0,0,7,6,602,1923,1996,165000
1022,0,2,No,247,None,310,280,Unf,1956,1022,TA,7200.0,60.0,0.0,30,4,5,1022,1910,2006,85000
1082,0,2,No,336,Blq,746,240,Unf,1948,1082,TA,11664.0,60.0,206.0,130,5,6,1082,1948,1950,119200
810,855,3,No,643,Glq,167,528,Fin,2001,1665,Gd,8400.0,70.0,0.0,45,6,8,810,2001,2001,227000
1504,0,3,Gd,690,Glq,814,478,Fin,1996,1504,Gd,11883.0,73.0,196.0,66,5,7,1504,1996,1996,203000
1360,0,1,Av,1036,Glq,184,565,Rfn,1984,1360,Gd,5814.0,69.0,0.0,0,5,8,1220,1984,1984,187500
802,670,3,No,0,Unf,384,402,Rfn,1991,1472,Gd,10784.0,69.0,76.0,0,5,7,384,1991,1992,160000
1506,0,2,Gd,16,Glq,1346,440,None,2005,1506,Gd,3013.0,43.0,145.0,20,5,7,1362,2005,2005,213490
1132,0,2,No,1024,Glq,108,451,Fin,2005,1132,Gd,7024.0,60.0,0.0,64,5,4,1132,2005,2005,176000
1220,0,2,Av,684,Glq,515,632,Rfn,2006,1220,Gd,7406.0,64.0,84.0,54,5,7,1199,2006,2006,194000
912,336,2,No,324,Lwq,588,160,Unf,1957,1248,TA,9439.0,52.0,0.0,0,5,5,912,1930,1950,87000
1504,0,2,No,16,Glq,1330,437,Fin,2005,1504,Gd,3182.0,43.0,14.0,20,5,7,1346,2005,2006,191000
2898,0,2,Av,1165,Alq,0,665,Fin,1976,2898,Gd,15498.0,69.0,0.0,72,6,8,1565,1976,1976,287000
882,0,0,No,138,Lwq,276,461,Unf,1980,882,TA,7700.0,70.0,0.0,0,5,5,882,1972,1972,112500
1264,0,3,No,697,Rec,571,461,Unf,1960,1264,TA,9300.0,73.0,324.0,0,5,5,1268,1960,1960,167500
1646,0,3,Gd,1513,Glq,125,800,Rfn,2008,1646,Gd,9520.0,71.0,338.0,44,5,8,1638,2007,2008,293077
968,408,3,No,368,Rec,359,240,Unf,1941,1376,TA,9492.0,79.0,0.0,0,5,5,768,1941,1950,105000
672,546,0,No,317,Blq,355,264,Unf,1972,1218,TA,1680.0,21.0,281.0,28,7,6,672,1972,1972,118000
948,980,5,Mn,0,Unf,686,0,None,0,1928,TA,7082.0,69.0,0.0,0,8,5,686,1916,1995,160000
1687,998,5,No,523,Glq,301,672,Fin,1970,3082,TA,15863.0,102.0,0.0,63,3,7,824,1920,1970,197000
1352,1168,5,No,1012,Glq,326,796,Rfn,1993,2520,Gd,14541.0,69.0,0.0,55,7,8,1338,1993,1993,310000
1654,0,3,No,986,Glq,668,900,Unf,2002,1654,Gd,8125.0,69.0,295.0,136,5,7,1654,2002,2002,230000
954,0,2,No,0,Unf,920,240,Unf,1938,954,Fa,6305.0,50.0,0.0,0,7,5,920,1938,1950,119750
845,0,3,None,0,None,0,290,Unf,1957,845,TA,11500.0,69.0,0.0,0,3,4,0,1957,1957,84000
1620,0,2,Gd,1022,Glq,598,912,Fin,2008,1620,Ex,12898.0,89.0,70.0,0,5,9,1620,2007,2008,315500
1055,1208,3,No,0,Unf,1055,905,Fin,2001,2263,Gd,9240.0,69.0,396.0,45,5,8,1055,2001,2002,287000
798,546,3,No,0,Unf,546,0,None,0,1344,TA,1533.0,21.0,0.0,0,6,4,546,1970,2008,97000
630,0,1,Av,509,Glq,121,286,Unf,1970,630,TA,1477.0,21.0,0.0,0,4,4,630,1970,1970,80000
1803,0,3,No,168,Rec,284,484,Rfn,1957,1803,TA,13125.0,88.0,67.0,0,4,5,1134,1957,2000,155000
800,832,4,No,400,Glq,336,484,Unf,1966,1632,Gd,9130.0,69.0,252.0,40,8,6,800,1966,2000,173000
1306,0,1,Av,900,Alq,406,624,None,2005,1306,Gd,5381.0,34.0,135.0,63,5,6,1306,2005,2005,196000
1532,797,4,No,1085,Glq,390,514,Unf,1990,2329,Gd,11839.0,86.0,99.0,121,5,7,1475,1990,1990,262280
2524,0,4,No,1104,Alq,1420,542,Fin,1981,2524,Gd,9600.0,80.0,0.0,120,5,8,2524,1981,1981,278000
1733,0,4,None,0,None,0,452,Unf,1955,1733,TA,13680.0,69.0,0.0,0,5,3,0,1955,1955,139600
1992,876,4,Av,240,Glq,1752,716,Fin,2005,2868,Ex,16056.0,85.0,208.0,108,5,9,1992,2005,2006,556581
990,0,3,No,686,Glq,304,672,Unf,1996,990,TA,9245.0,57.0,0.0,0,5,5,990,1994,1995,145000
1771,0,3,None,0,None,0,336,Unf,1960,1771,TA,21750.0,100.0,75.0,0,4,5,0,1960,2006,115000
930,0,2,None,0,None,0,308,Unf,1946,930,Gd,11100.0,60.0,0.0,0,7,4,0,1946,2006,84900
1302,0,3,Av,0,Unf,1302,436,Fin,2007,1302,Gd,8993.0,73.0,0.0,22,5,7,1302,2007,2007,176485
1316,0,3,Av,0,None,1316,440,Fin,2007,1316,Gd,11175.0,103.0,0.0,20,5,7,1316,2007,2007,200141
1127,850,4,No,442,Rec,374,540,Rfn,1964,1977,TA,9500.0,100.0,272.0,52,6,6,816,1964,1978,165000
1526,0,4,Av,383,Rec,833,364,None,1957,1526,TA,8562.0,68.0,145.0,78,6,5,1216,1957,2002,144500
1091,898,3,Mn,932,Glq,133,586,Fin,2002,1989,Gd,11367.0,90.0,210.0,60,5,8,1065,2002,2002,255000
1523,0,0,No,644,Alq,549,478,Fin,1976,1523,TA,11361.0,104.0,160.0,0,5,6,1193,1976,1976,180000
1364,0,2,Av,659,Glq,705,484,Rfn,2005,1364,Gd,7052.0,43.0,240.0,36,5,7,1364,2005,2005,185850
979,871,3,No,595,Glq,378,467,Fin,1994,1850,Gd,29959.0,69.0,0.0,98,6,7,973,1994,1994,248000
1130,1054,3,Av,936,Glq,168,836,Fin,2008,2184,Ex,11308.0,96.0,154.0,102,5,9,1104,2008,2008,335000
1096,895,3,Mn,297,Rec,0,432,Unf,1977,1991,TA,11275.0,69.0,480.0,0,7,6,854,1932,1950,220000
1338,0,2,Mn,616,Glq,722,582,Fin,2001,1338,Gd,4920.0,41.0,0.0,0,5,8,1338,2001,2001,213500
894,0,2,No,0,Unf,894,1248,Rfn,1994,894,TA,18000.0,120.0,0.0,20,4,3,894,1935,1950,81000
1422,915,5,No,0,Unf,662,560,Unf,1945,2337,TA,13600.0,85.0,0.0,57,5,5,662,1900,1950,90000
1103,0,2,No,397,Blq,706,440,None,1976,1103,Gd,6000.0,50.0,0.0,120,6,6,1103,1925,1980,110500
1154,0,3,Mn,740,Blq,184,480,Rfn,1966,1154,TA,11000.0,69.0,200.0,58,6,5,1154,1966,1966,154000
1306,954,3,Gd,1201,Glq,105,533,None,1996,2260,Gd,14000.0,80.0,0.0,44,5,7,1306,1996,1997,328000
799,772,3,No,0,Unf,799,380,Rfn,1993,1571,TA,7837.0,59.0,0.0,40,7,6,799,1993,1994,178000
798,813,4,Gd,674,Glq,0,442,Rfn,1964,1611,TA,9760.0,80.0,360.0,128,6,6,780,1964,1964,167900
1291,1230,5,No,837,Alq,105,576,None,1973,2521,TA,3964.0,42.0,0.0,20,4,6,942,1973,1973,151400
893,0,2,No,220,Alq,625,576,Unf,1985,893,Gd,9600.0,60.0,0.0,0,7,5,845,1949,2003,135000
1048,0,3,No,586,Blq,462,286,Unf,1956,1048,TA,10152.0,72.0,120.0,20,5,5,1048,1956,1956,135000
829,727,4,No,298,Rec,429,441,None,1968,1556,TA,11700.0,78.0,0.0,0,6,6,727,1968,1968,154000
1002,454,4,Mn,0,Unf,810,280,Unf,1954,1456,TA,7585.0,50.0,0.0,0,3,5,810,1948,1950,91500
698,728,3,No,535,Blq,155,440,Fin,1977,1426,TA,7950.0,75.0,140.0,0,6,6,690,1977,1977,159500
1240,0,2,Av,0,Unf,1240,826,Rfn,2006,1240,Gd,8556.0,74.0,0.0,93,5,7,1240,2006,2006,194000
960,780,3,No,410,Blq,390,240,Unf,1940,1740,TA,13125.0,75.0,0.0,0,6,7,800,1940,1984,219500
1096,370,3,No,626,Alq,170,566,None,1950,1466,Gd,10800.0,60.0,0.0,21,8,5,796,1936,1989,170000
1096,0,3,Mn,75,Blq,230,299,Fin,1969,1096,TA,15870.0,69.0,0.0,32,5,5,1096,1969,1969,138800
848,0,0,Mn,662,Glq,186,420,Rfn,2004,848,Gd,4435.0,37.0,169.0,0,5,6,848,2004,2004,155900
990,0,3,No,495,Glq,495,299,Unf,1996,990,TA,8775.0,65.0,0.0,64,5,5,990,1994,1994,126000
1258,0,3,No,656,Alq,602,528,None,1971,1258,Gd,11040.0,80.0,144.0,0,7,6,1258,1971,2004,145000
1040,0,3,No,824,Alq,216,308,Fin,1963,1040,TA,7500.0,75.0,0.0,0,5,5,1040,1963,1963,133000
1459,0,3,No,0,None,1459,527,Rfn,2002,1459,Gd,8749.0,70.0,100.0,39,5,7,1459,2002,2002,192000
1251,0,3,No,553,None,698,461,None,1964,1251,TA,8800.0,80.0,425.0,116,6,6,1251,1964,1964,160000
691,807,3,No,592,Alq,99,409,Fin,1995,1498,TA,13031.0,69.0,0.0,44,5,6,691,1995,1996,187500
996,0,2,Av,747,Glq,189,564,Unf,1992,996,Gd,9069.0,73.0,0.0,0,6,6,936,1992,1992,147000
546,546,3,No,334,Blq,212,286,Rfn,1973,1092,TA,1974.0,69.0,0.0,96,5,4,546,1973,1973,83500
1082,871,3,Mn,0,Unf,1082,1043,Rfn,2005,1953,Gd,10574.0,85.0,0.0,50,5,8,1082,2005,2006,252000
970,739,3,No,0,Unf,970,380,Unf,2004,1709,Gd,2522.0,24.0,50.0,40,5,7,970,2004,2004,137500
1247,0,1,No,1039,Glq,208,550,Fin,2005,1247,Gd,3316.0,37.0,0.0,84,5,8,1247,2005,2005,197000
